Num. Nota,ID Nota Fiscal,Situacao,Cliente,Prestador,Valor da Nota,UF do Cliente,Data de Emissao,Tributavel,Valor para Receita,Descricao,Valor Total
000000000000473,598088359,Normal,COOPERATIVA DOS TRANSPORTADORES DO VALE - COOTRAVALE,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,120,PE,03/08/2023,N,80,SERVIÇO DE CARGA E DESCARGA,80
000000000000473,598088359,Normal,COOPERATIVA DOS TRANSPORTADORES DO VALE - COOTRAVALE,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,120,PE,03/08/2023,S,40,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,40
000000000000474,598108792,Normal,LOG-IN LOGISTICA INTERMODAL S/A,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,720,SP,03/08/2023,N,480,SERVIÇO DE CARGA E DESCARGA,480
000000000000474,598108792,Normal,LOG-IN LOGISTICA INTERMODAL S/A,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,720,SP,03/08/2023,S,240,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,240
000000000000475,598118170,Normal,LOG-IN LOGISTICA INTERMODAL S/A,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,360,SP,03/08/2023,N,240,SERVIÇO DE CARGA E DESCARGA,240
000000000000475,598118170,Normal,LOG-IN LOGISTICA INTERMODAL S/A,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,360,SP,03/08/2023,S,120,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,120
000000000000476,598123886,Normal,TOMASI LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,2075,RS,03/08/2023,N,1620,SERVIÇO DE CARGA E DESCARGA,1620
000000000000476,598123886,Normal,TOMASI LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,2075,RS,03/08/2023,S,455,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,455
000000000000477,598142962,Normal,TOMASI LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1777,39",RS,03/08/2023,N,1125,SERVIÇO DE CARGA E DESCARGA,1125
000000000000477,598142962,Normal,TOMASI LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1777,39",RS,03/08/2023,S,"652,39",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"652,39"
000000000000478,598506661,Normal,ARM TOLFO TRANSP,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,450,RS,04/08/2023,N,300,SERVIÇO DE CARGA E DESCARGA,300
000000000000478,598506661,Normal,ARM TOLFO TRANSP,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,450,RS,04/08/2023,S,150,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,150
000000000000479,598513940,Normal,Social Cenotic Engenharia,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SC,04/08/2023,N,260,SERVIÇO DE CARGA E DESCARGA,260
000000000000479,598513940,Normal,Social Cenotic Engenharia,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SC,04/08/2023,S,"117,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"117,94"
000000000000480,598515808,Normal,BJ transportes de itatiba ltda,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",SP,04/08/2023,N,390,SERVIÇO DE CARGA E DESCARGA,390
000000000000480,598515808,Normal,BJ transportes de itatiba ltda,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",SP,04/08/2023,S,"176,91",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"176,91"
000000000000481,598518939,Substituida,COOPERATIVA DOS TRANSPORTADORES DO VALE - COOTRAVALE,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,480,PE,04/08/2023,N,320,SERVIÇO DE CARGA E DESCARGA,320
000000000000481,598518939,Substituida,COOPERATIVA DOS TRANSPORTADORES DO VALE - COOTRAVALE,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,480,PE,04/08/2023,S,160,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,160
000000000000482,598609178,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,38380,SP,04/08/2023,N,23980,SERVIÇO DE CARGA E DESCARGA,23980
000000000000482,598609178,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,38380,SP,04/08/2023,S,14400,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,14400
000000000000483,598629458,Normal,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,8140,RS,04/08/2023,N,6238,SERVIÇO DE CARGA E DESCARGA,6238
000000000000483,598629458,Normal,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,8140,RS,04/08/2023,S,1902,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,1902
000000000000484,598636310,Normal,Erik Richard Pereira Moreira,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1966,91",RS,04/08/2023,N,1360,SERVIÇO DE CARGA E DESCARGA,1360
000000000000484,598636310,Normal,Erik Richard Pereira Moreira,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1966,91",RS,04/08/2023,S,"606,91",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"606,91"
000000000000485,598648893,Normal,DIFERENCIAL COMERCIO DE FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"446,91",RS,04/08/2023,N,300,SERVIÇO DE CARGA E DESCARGA,300
000000000000485,598648893,Normal,DIFERENCIAL COMERCIO DE FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"446,91",RS,04/08/2023,S,"146,91",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"146,91"
000000000000486,598662342,Normal,TRANSPORTES SILVEIRA GOMES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"506,91",RS,04/08/2023,N,320,SERVIÇO DE CARGA E DESCARGA,320
000000000000486,598662342,Normal,TRANSPORTES SILVEIRA GOMES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"506,91",RS,04/08/2023,S,"186,91",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"186,91"
000000000000487,598671056,Normal,Xtruck Transportes LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"397,94",SC,04/08/2023,N,280,SERVIÇO DE CARGA E DESCARGA,280
000000000000487,598671056,Normal,Xtruck Transportes LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"397,94",SC,04/08/2023,S,"117,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"117,94"
000000000000488,598675846,Normal,SUED EMPREENDIMENTOS E AGRO-NEGOCIOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,3374,DF,04/08/2023,N,2410,SERVIÇO DE CARGA E DESCARGA,2410
000000000000488,598675846,Normal,SUED EMPREENDIMENTOS E AGRO-NEGOCIOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,3374,DF,04/08/2023,S,964,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,964
000000000000489,598680987,Substituida,RICO COMERCIO E DISTRIBUIDORA DE AUDIO VIDEO E TELECOMUNICACOES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",RS,04/08/2023,N,480,SERVIÇO DE CARGA E DESCARGA,480
000000000000489,598680987,Substituida,RICO COMERCIO E DISTRIBUIDORA DE AUDIO VIDEO E TELECOMUNICACOES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",RS,04/08/2023,S,"275,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"275,88"
000000000000490,599201749,Normal,ECOBOXES EMBALAGENS PLASTICAS LTDA - EPP,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",SP,07/08/2023,N,480,SERVIÇO DE CARGA E DESCARGA,480
000000000000490,599201749,Normal,ECOBOXES EMBALAGENS PLASTICAS LTDA - EPP,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",SP,07/08/2023,S,"275,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"275,88"
000000000000491,599273602,Normal,PORTOEXPRESS LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"188,97",SC,07/08/2023,N,120,SERVIÇO DE CARGA E DESCARGA,120
000000000000491,599273602,Normal,PORTOEXPRESS LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"188,97",SC,07/08/2023,S,"68,97",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"68,97"
000000000000492,599273810,Normal,SANDER IRMAOS & CIA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,97",RS,07/08/2023,N,390,SERVIÇO DE CARGA E DESCARGA,390
000000000000492,599273810,Normal,SANDER IRMAOS & CIA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,97",RS,07/08/2023,S,"176,97",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"176,97"
000000000000493,599274012,Normal,TAC Transportes e Armazéns LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1133,82",SC,07/08/2023,N,750,SERVIÇO DE CARGA E DESCARGA,750
000000000000493,599274012,Normal,TAC Transportes e Armazéns LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1133,82",SC,07/08/2023,S,"383,82",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"383,82"
000000000000494,599274251,Substituida,DAUDT LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,300,RS,07/08/2023,N,200,SERVIÇO DE CARGA E DESCARGA,200
000000000000494,599274251,Substituida,DAUDT LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,300,RS,07/08/2023,S,100,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,100
000000000000495,599275002,Substituida,SPADER DISTRIBUIDORA DE ALIMENTOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"226,7",RS,07/08/2023,N,145,SERVIÇO DE CARGA E DESCARGA,145
000000000000495,599275002,Substituida,SPADER DISTRIBUIDORA DE ALIMENTOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"226,7",RS,07/08/2023,S,"81,7",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"81,7"
000000000000496,599276057,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"695,88",RS,07/08/2023,N,450,SERVIÇO DE CARGA E DESCARGA,450
000000000000496,599276057,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"695,88",RS,07/08/2023,S,"245,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"245,88"
000000000000497,599284704,Normal,EDINI TRANSPORTES LTDA.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",RS,07/08/2023,N,240,SERVIÇO DE CARGA E DESCARGA,240
000000000000497,599284704,Normal,EDINI TRANSPORTES LTDA.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",RS,07/08/2023,S,"137,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"137,94"
000000000000498,599286285,Normal,TRANSPORTE LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",SP,07/08/2023,N,400,SERVIÇO DE CARGA E DESCARGA,400
000000000000498,599286285,Normal,TRANSPORTE LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",SP,07/08/2023,S,"355,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"355,88"
000000000000499,599471521,Normal,DAUDT LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,150,RS,09/08/2023,N,100,SERVIÇO DE CARGA E DESCARGA,100
000000000000499,599471521,Normal,DAUDT LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,150,RS,09/08/2023,S,50,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,50
000000000000500,599491233,Normal,MARTINS E VETTORAZZI TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"472,43",RS,09/08/2023,N,360,SERVIÇO DE CARGA E DESCARGA,360
000000000000500,599491233,Normal,MARTINS E VETTORAZZI TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"472,43",RS,09/08/2023,S,"112,43",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"112,43"
000000000000501,599493471,Normal,JOANINI TRANSPORTE RODOVIARIO DE CARGAS EIREL,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"188,97",SP,09/08/2023,N,120,SERVIÇO DE CARGA E DESCARGA,120
000000000000501,599493471,Normal,JOANINI TRANSPORTE RODOVIARIO DE CARGAS EIREL,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"188,97",SP,09/08/2023,S,"68,97",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"68,97"
000000000000502,599501910,Normal,QUIMILOG TRANSPORTES E LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,95",SC,09/08/2023,N,360,SERVIÇO DE CARGA E DESCARGA,360
000000000000502,599501910,Normal,QUIMILOG TRANSPORTES E LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,95",SC,09/08/2023,S,"206,95",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"206,95"
000000000000503,599710476,Normal,TRADER TRANSPORTES RODOVIARIOS DE CARGAS EM GERAL,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,791,SP,11/08/2023,N,600,SERVIÇO DE CARGA E DESCARGA,600
000000000000503,599710476,Normal,TRADER TRANSPORTES RODOVIARIOS DE CARGAS EM GERAL,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,791,SP,11/08/2023,S,191,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,191
000000000000504,599711094,Normal,ARM TOLFO TRANSP,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1352,79",RS,11/08/2023,N,940,SERVIÇO DE CARGA E DESCARGA,940
000000000000504,599711094,Normal,ARM TOLFO TRANSP,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1352,79",RS,11/08/2023,S,"412,79",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"412,79"
000000000000505,599711458,Normal,BJ transportes de itatiba ltda,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1511,76",SP,11/08/2023,N,790,SERVIÇO DE CARGA E DESCARGA,790
000000000000505,599711458,Normal,BJ transportes de itatiba ltda,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1511,76",SP,11/08/2023,S,"721,76",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"721,76"
000000000000506,599713451,Normal,COOPERATIVA DOS TRANSPORTADORES DO VALE,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,120,SP,11/08/2023,N,80,SERVIÇO DE CARGA E DESCARGA,80
000000000000506,599713451,Normal,COOPERATIVA DOS TRANSPORTADORES DO VALE,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,120,SP,11/08/2023,S,40,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,40
000000000000507,599715887,Normal,EDINI TRANSPORTES LTDA.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",RS,11/08/2023,N,240,SERVIÇO DE CARGA E DESCARGA,240
000000000000507,599715887,Normal,EDINI TRANSPORTES LTDA.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",RS,11/08/2023,S,"137,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"137,94"
000000000000508,599716803,Normal,JOANINI TRANSPORTE RODOVIARIO DE CARGAS EIREL,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"188,97",SP,11/08/2023,N,120,SERVIÇO DE CARGA E DESCARGA,120
000000000000508,599716803,Normal,JOANINI TRANSPORTE RODOVIARIO DE CARGAS EIREL,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"188,97",SP,11/08/2023,S,"68,97",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"68,97"
000000000000509,599719542,Normal,KLC TRANSPORTES,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,410,RS,11/08/2023,N,280,SERVIÇO DE CARGA E DESCARGA,280
000000000000509,599719542,Normal,KLC TRANSPORTES,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,410,RS,11/08/2023,S,130,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,130
000000000000510,599724544,Normal,TRANSPORTE LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1511,82",SP,11/08/2023,N,"1007,9",SERVIÇO DE CARGA E DESCARGA,"1007,9"
000000000000510,599724544,Normal,TRANSPORTE LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1511,82",SP,11/08/2023,S,"503,92",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"503,92"
000000000000511,599727815,Substituida,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1702,79",SC,11/08/2023,N,1040,SERVIÇO DE CARGA E DESCARGA,1040
000000000000511,599727815,Substituida,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1702,79",SC,11/08/2023,S,"662,79",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"662,79"
000000000000512,599728435,Normal,PATRUS TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",RS,11/08/2023,N,330,SERVIÇO DE CARGA E DESCARGA,330
000000000000512,599728435,Normal,PATRUS TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",RS,11/08/2023,S,"236,91",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"236,91"
000000000000513,599729174,Normal,MARTINS E VETTORAZZI TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",RS,11/08/2023,N,480,SERVIÇO DE CARGA E DESCARGA,480
000000000000513,599729174,Normal,MARTINS E VETTORAZZI TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",RS,11/08/2023,S,"275,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"275,88"
000000000000514,599730861,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"675,88",RS,11/08/2023,N,450,SERVIÇO DE CARGA E DESCARGA,450
000000000000514,599730861,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"675,88",RS,11/08/2023,S,"225,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"225,88"
000000000000515,599730951,Normal,QUIMILOG TRANSPORTES E LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SC,11/08/2023,N,250,SERVIÇO DE CARGA E DESCARGA,250
000000000000515,599730951,Normal,QUIMILOG TRANSPORTES E LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SC,11/08/2023,S,"127,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"127,94"
000000000000516,599732010,Normal,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,15512,RS,11/08/2023,N,11928,SERVIÇO DE CARGA E DESCARGA,11928
000000000000516,599732010,Normal,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,15512,RS,11/08/2023,S,3584,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,3584
000000000000517,599732984,Normal,TAC Transportes e Armazéns LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SC,11/08/2023,N,240,SERVIÇO DE CARGA E DESCARGA,240
000000000000517,599732984,Normal,TAC Transportes e Armazéns LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SC,11/08/2023,S,"137,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"137,94"
000000000000518,599733209,Normal,TRANSPORTES SILVEIRA GOMES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1809,7",RS,11/08/2023,N,1170,SERVIÇO DE CARGA E DESCARGA,1170
000000000000518,599733209,Normal,TRANSPORTES SILVEIRA GOMES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1809,7",RS,11/08/2023,S,"639,7",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"639,7"
000000000000519,599733797,Normal,Viviana Alimentos LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,397,RS,11/08/2023,N,290,SERVIÇO DE CARGA E DESCARGA,290
000000000000519,599733797,Normal,Viviana Alimentos LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,397,RS,11/08/2023,S,107,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,107
000000000000520,599764860,Normal,Artur Gasparini,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,400,SP,11/08/2023,N,220,SERVIÇO DE CARGA E DESCARGA,220
000000000000520,599764860,Normal,Artur Gasparini,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,400,SP,11/08/2023,S,180,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,180
000000000000521,599871319,Substituida,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"34876,6",SP,14/08/2023,N,21910,SERVIÇO DE CARGA E DESCARGA,21910
000000000000521,599871319,Substituida,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"34876,6",SP,14/08/2023,S,"12966,6",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"12966,6"
000000000000522,599876708,Normal,SUED EMPREENDIMENTOS E AGRO-NEGOCIOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,2534,DF,14/08/2023,N,1810,SERVIÇO DE CARGA E DESCARGA,1810
000000000000522,599876708,Normal,SUED EMPREENDIMENTOS E AGRO-NEGOCIOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,2534,DF,14/08/2023,S,724,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,724
000000000000523,599888064,Normal,TOMASI LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,4260,RS,14/08/2023,N,3167,SERVIÇO DE CARGA E DESCARGA,3167
000000000000523,599888064,Normal,TOMASI LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,4260,RS,14/08/2023,S,1093,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,1093
000000000000524,600010219,Normal,COOPERATIVA DOS TRANSPORTADORES DO VALE - COOTRAVALE,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,120,PE,15/08/2023,N,80,SERVIÇO DE CARGA E DESCARGA,80
000000000000524,600010219,Normal,COOPERATIVA DOS TRANSPORTADORES DO VALE - COOTRAVALE,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,120,PE,15/08/2023,S,40,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,40
000000000000525,600023850,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,34205,SP,15/08/2023,N,21910,SERVIÇO DE CARGA E DESCARGA,21910
000000000000525,600023850,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,34205,SP,15/08/2023,S,12295,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,12295
000000000000526,600031665,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",PR,15/08/2023,N,520,SERVIÇO DE CARGA E DESCARGA,520
000000000000526,600031665,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",PR,15/08/2023,S,"235,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"235,88"
000000000000527,600251193,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,730,RS,15/08/2023,S,730,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,730
000000000000528,600263788,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,1606,RS,15/08/2023,N,150,SERVIÇO DE CARGA E DESCARGA,150
000000000000528,600263788,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,1606,RS,15/08/2023,S,140,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,140
000000000000528,600263788,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,1606,RS,15/08/2023,S,1316,SERVIÇO MUNK,1316
