Num. Nota,ID Nota Fiscal,Situacao,Cliente,Prestador,Valor da Nota,UF do Cliente,Data de Emissao,Tributavel,Valor para Receita,Descricao,Valor Total
000000000000606,602401658,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1689,7",RS,30/08/2023,N,"1150,01",SERVIÇO DE CARGA E DESCARGA,"1150,01"
000000000000606,602401658,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1689,7",RS,30/08/2023,S,"539,69",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"539,69"
000000000000607,602448085,Normal,TOMASI LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"4490,94",RS,30/08/2023,N,"3440,5",SERVIÇO DE CARGA E DESCARGA,"3440,5"
000000000000607,602448085,Normal,TOMASI LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"4490,94",RS,30/08/2023,S,"1050,44",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"1050,44"
000000000000608,602452693,Normal,TOMASI LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"3450,84",RS,30/08/2023,N,2170,SERVIÇO DE CARGA E DESCARGA,2170
000000000000608,602452693,Normal,TOMASI LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"3450,84",RS,30/08/2023,S,"1280,84",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"1280,84"
000000000000609,602473674,Substituida,DFT LOGISTICA E TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"188,97",SP,30/08/2023,N,100,SERVIÇO DE CARGA E DESCARGA,100
000000000000609,602473674,Substituida,DFT LOGISTICA E TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"188,97",SP,30/08/2023,S,"88,97",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"88,97"
000000000000610,602482917,Normal,CARGO BRASIL EIRELI,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,450,SC,30/08/2023,N,260,SERVIÇO DE CARGA E DESCARGA,260
000000000000610,602482917,Normal,CARGO BRASIL EIRELI,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,450,SC,30/08/2023,S,190,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,190
000000000000611,602488385,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"168,97",RS,30/08/2023,N,110,SERVIÇO DE CARGA E DESCARGA,110
000000000000611,602488385,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"168,97",RS,30/08/2023,S,"58,97",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"58,97"
000000000000612,602516357,Normal,BJ transportes de itatiba ltda,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",SP,31/08/2023,N,240,SERVIÇO DE CARGA E DESCARGA,240
000000000000612,602516357,Normal,BJ transportes de itatiba ltda,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",SP,31/08/2023,S,"515,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"515,88"
000000000000613,602519997,Substituida,COOPERATIVA DOS TRANSPORTADORES DO VALE - COOTRAVALE,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,120,PE,31/08/2023,N,80,SERVIÇO DE CARGA E DESCARGA,80
000000000000613,602519997,Substituida,COOPERATIVA DOS TRANSPORTADORES DO VALE - COOTRAVALE,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,120,PE,31/08/2023,S,40,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,40
000000000000614,602553904,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,1350,SC,31/08/2023,N,950,SERVIÇO DE CARGA E DESCARGA,950
000000000000614,602553904,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,1350,SC,31/08/2023,S,400,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,400
000000000000615,602557311,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,210,SC,31/08/2023,N,150,SERVIÇO DE CARGA E DESCARGA,150
000000000000615,602557311,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,210,SC,31/08/2023,S,60,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,60
000000000000616,602566123,Substituida,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"5298,07",SP,31/08/2023,N,3162,SERVIÇO DE CARGA E DESCARGA,3162
000000000000616,602566123,Substituida,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"5298,07",SP,31/08/2023,S,"2136,07",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"2136,07"
000000000000617,602572656,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"4453,22",SP,31/08/2023,N,2662,SERVIÇO DE CARGA E DESCARGA,2662
000000000000617,602572656,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"4453,22",SP,31/08/2023,S,"1791,22",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"1791,22"
000000000000618,602577390,Normal,PATRUS TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1133,82",RS,31/08/2023,N,660,SERVIÇO DE CARGA E DESCARGA,660
000000000000618,602577390,Normal,PATRUS TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1133,82",RS,31/08/2023,S,"473,82",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"473,82"
000000000000619,602581715,Normal,MARTINS E VETTORAZZI TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,540,RS,31/08/2023,N,300,SERVIÇO DE CARGA E DESCARGA,300
000000000000619,602581715,Normal,MARTINS E VETTORAZZI TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,540,RS,31/08/2023,S,240,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,240
000000000000620,602591515,Normal,TAC Transportes e Armazéns LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1180,73",SC,31/08/2023,N,600,SERVIÇO DE CARGA E DESCARGA,600
000000000000620,602591515,Normal,TAC Transportes e Armazéns LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1180,73",SC,31/08/2023,S,"580,73",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"580,73"
000000000000621,602684414,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SP,31/08/2023,N,200,SERVIÇO DE CARGA E DESCARGA,200
000000000000621,602684414,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SP,31/08/2023,S,"177,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"177,94"
000000000000622,602689983,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"168,97",RS,31/08/2023,N,100,SERVIÇO DE CARGA E DESCARGA,100
000000000000622,602689983,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"168,97",RS,31/08/2023,S,"68,97",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"68,97"
000000000000623,602691496,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,34770,SP,31/08/2023,N,21800,SERVIÇO DE CARGA E DESCARGA,21800
000000000000623,602691496,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,34770,SP,31/08/2023,S,12970,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,12970
000000000000624,602693437,Normal,QUIMILOG TRANSPORTES E LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",SC,31/08/2023,N,360,SERVIÇO DE CARGA E DESCARGA,360
000000000000624,602693437,Normal,QUIMILOG TRANSPORTES E LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",SC,31/08/2023,S,"206,91",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"206,91"
000000000000625,602697117,Normal,Erik Richard Pereira Moreira,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,253,RS,31/08/2023,N,180,SERVIÇO DE CARGA E DESCARGA,180
000000000000625,602697117,Normal,Erik Richard Pereira Moreira,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,253,RS,31/08/2023,S,73,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,73
000000000000626,602698164,Substituida,TRANSPORTES LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",BA,31/08/2023,N,150,SERVIÇO DE CARGA E DESCARGA,150
000000000000626,602698164,Substituida,TRANSPORTES LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",BA,31/08/2023,S,"227,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"227,94"
000000000000627,602699819,Normal,TRANSPORTES SILVEIRA GOMES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1013,82",RS,31/08/2023,N,720,SERVIÇO DE CARGA E DESCARGA,720
000000000000627,602699819,Normal,TRANSPORTES SILVEIRA GOMES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1013,82",RS,31/08/2023,S,"293,82",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"293,82"
000000000001352,599195323,Normal,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,OFFICIUM COWORKING E SERVICOS DE ESCRITORIO LTDA,190,SP,07/08/2023,S,190,endereço fiscal,190
000000000001497,602493094,Normal,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,ATTENZA CONSULTORIA CONTABIL LTDA,651,SP,30/08/2023,S,651,HONORARIOS CONTABEIS,651
000000000000978,618256074,Normal,SUED EMPREENDIMENTOS E AGRO-NEGOCIOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,1300,DF,01/12/2023,N,950,SERVIÇO DE CARGA E DESCARGA,950
000000000000978,618256074,Normal,SUED EMPREENDIMENTOS E AGRO-NEGOCIOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,1300,DF,01/12/2023,S,350,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,350
000000000000979,618257898,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,52480,SP,01/12/2023,N,32040,SERVIÇO DE CARGA E DESCARGA,32040
000000000000979,618257898,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,52480,SP,01/12/2023,S,20440,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,20440
000000000000980,618260360,Substituida,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,9752,RS,01/12/2023,N,7498,SERVIÇO DE CARGA E DESCARGA,7498
000000000000980,618260360,Substituida,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,9752,RS,01/12/2023,S,2254,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,2254
000000000000981,618334753,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"6826,28",SP,01/12/2023,N,3248,SERVIÇO DE CARGA E DESCARGA,3248
000000000000981,618334753,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"6826,28",SP,01/12/2023,S,"3578,28",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"3578,28"
000000000000982,618336752,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"3779,34",SP,01/12/2023,N,2160,SERVIÇO DE CARGA E DESCARGA,2160
000000000000982,618336752,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"3779,34",SP,01/12/2023,S,"1619,34",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"1619,34"
000000000000983,618337922,Normal,TRANSPORTES SILVEIRA GOMES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"3379,4",RS,01/12/2023,N,2000,SERVIÇO DE CARGA E DESCARGA,2000
000000000000983,618337922,Normal,TRANSPORTES SILVEIRA GOMES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"3379,4",RS,01/12/2023,S,"1379,4",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"1379,4"
000000000000984,619095705,Normal,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,9492,RS,05/12/2023,N,7298,SERVIÇO DE CARGA E DESCARGA,7298
000000000000984,619095705,Normal,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,9492,RS,05/12/2023,S,2194,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,2194
000000000000985,619103870,Normal,CONRADO TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"546,91",RS,05/12/2023,N,300,SERVIÇO DE CARGA E DESCARGA,300
000000000000985,619103870,Normal,CONRADO TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"546,91",RS,05/12/2023,S,"246,91",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"246,91"
000000000000986,619516897,Normal,AGNUS LOGISTICA EIRELI,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,450,PR,07/12/2023,N,300,SERVIÇO DE CARGA E DESCARGA,300
000000000000986,619516897,Normal,AGNUS LOGISTICA EIRELI,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,450,PR,07/12/2023,S,150,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,150
000000000000987,619519932,Normal,ARM TOLFO TRANSP,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,810,RS,07/12/2023,N,450,SERVIÇO DE CARGA E DESCARGA,450
000000000000987,619519932,Normal,ARM TOLFO TRANSP,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,810,RS,07/12/2023,S,360,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,360
000000000000988,619553573,Normal,FIOR E FIOR LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"188,97",RS,07/12/2023,N,100,SERVIÇO DE CARGA E DESCARGA,100
000000000000988,619553573,Normal,FIOR E FIOR LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"188,97",RS,07/12/2023,S,"88,97",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"88,97"
000000000000989,619604320,Normal,FRANCINE TRANSPORTES,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",MG,07/12/2023,N,400,SERVIÇO DE CARGA E DESCARGA,400
000000000000989,619604320,Normal,FRANCINE TRANSPORTES,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",MG,07/12/2023,S,"355,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"355,88"
000000000000990,619608349,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,3125,SC,07/12/2023,N,2025,SERVIÇO DE CARGA E DESCARGA,2025
000000000000990,619608349,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,3125,SC,07/12/2023,S,1100,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,1100
000000000000991,619658318,Normal,MEDILAR IMP DIST PROD MEDICOS HOSPITALARES,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"188,97",RS,08/12/2023,N,100,SERVIÇO DE CARGA E DESCARGA,100
000000000000991,619658318,Normal,MEDILAR IMP DIST PROD MEDICOS HOSPITALARES,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"188,97",RS,08/12/2023,S,"88,97",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"88,97"
000000000000992,619659433,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"685,88",RS,08/12/2023,N,460,SERVIÇO DE CARGA E DESCARGA,460
000000000000992,619659433,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"685,88",RS,08/12/2023,S,"225,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"225,88"
000000000000993,619697872,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,66090,SP,08/12/2023,N,39800,SERVIÇO DE CARGA E DESCARGA,39800
000000000000993,619697872,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,66090,SP,08/12/2023,S,26290,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,26290
000000000000994,619701674,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"2267,62",SP,08/12/2023,N,1380,SERVIÇO DE CARGA E DESCARGA,1380
000000000000994,619701674,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"2267,62",SP,08/12/2023,S,"887,62",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"887,62"
000000000000995,619707022,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"5320,79",PR,08/12/2023,N,3655,SERVIÇO DE CARGA E DESCARGA,3655
000000000000995,619707022,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"5320,79",PR,08/12/2023,S,"1665,79",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"1665,79"
000000000000996,619711565,Normal,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,8114,RS,08/12/2023,N,7852,SERVIÇO DE CARGA E DESCARGA,7852
000000000000996,619711565,Normal,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,8114,RS,08/12/2023,S,262,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,262
000000000000997,619714700,Normal,SUED EMPREENDIMENTOS E AGRO-NEGOCIOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,2772,DF,08/12/2023,N,1980,SERVIÇO DE CARGA E DESCARGA,1980
000000000000997,619714700,Normal,SUED EMPREENDIMENTOS E AGRO-NEGOCIOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,2772,DF,08/12/2023,S,792,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,792
000000000000998,619723631,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,400,SC,08/12/2023,N,240,SERVIÇO DE CARGA E DESCARGA,240
000000000000998,619723631,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,400,SC,08/12/2023,S,160,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,160
000000000000999,619733759,Normal,ARM TOLFO TRANSP,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"397,94",RS,08/12/2023,N,240,SERVIÇO DE CARGA E DESCARGA,240
000000000000999,619733759,Normal,ARM TOLFO TRANSP,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"397,94",RS,08/12/2023,S,"157,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"157,94"
000000000001000,619748643,Normal,Dinâmica Real Distribuidora de Produtos Alimentícios,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",RS,08/12/2023,N,480,SERVIÇO DE CARGA E DESCARGA,480
000000000001000,619748643,Normal,Dinâmica Real Distribuidora de Produtos Alimentícios,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",RS,08/12/2023,S,"275,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"275,88"
000000000001001,619753455,Normal,FIOR E FIOR LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",RS,08/12/2023,N,200,SERVIÇO DE CARGA E DESCARGA,200
000000000001001,619753455,Normal,FIOR E FIOR LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",RS,08/12/2023,S,"177,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"177,94"
000000000001002,619756953,Normal,HERCOSUL SOLUCOES EM TRANSPORTES LTDA.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,640,RS,08/12/2023,N,400,SERVIÇO DE CARGA E DESCARGA,400
000000000001002,619756953,Normal,HERCOSUL SOLUCOES EM TRANSPORTES LTDA.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,640,RS,08/12/2023,S,240,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,240
000000000001003,619759609,Normal,TRANSPORTES LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1511,76",RS,08/12/2023,N,800,SERVIÇO DE CARGA E DESCARGA,800
000000000001003,619759609,Normal,TRANSPORTES LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1511,76",RS,08/12/2023,S,"711,76",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"711,76"
000000000001004,619761333,Normal,TRANSPORTES LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",TO,08/12/2023,N,220,SERVIÇO DE CARGA E DESCARGA,220
000000000001004,619761333,Normal,TRANSPORTES LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",TO,08/12/2023,S,"157,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"157,94"
000000000001005,619763312,Normal,TRANSPORTES LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"189,87",TO,08/12/2023,N,110,SERVIÇO DE CARGA E DESCARGA,110
000000000001005,619763312,Normal,TRANSPORTES LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"189,87",TO,08/12/2023,S,"79,87",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"79,87"
000000000001006,619764353,Normal,Luna Express,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",SP,08/12/2023,N,360,SERVIÇO DE CARGA E DESCARGA,360
000000000001006,619764353,Normal,Luna Express,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",SP,08/12/2023,S,"206,91",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"206,91"
000000000001007,619764539,Normal,TRANSPORTADORA MINUANO LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"397,94",RS,08/12/2023,N,250,SERVIÇO DE CARGA E DESCARGA,250
000000000001007,619764539,Normal,TRANSPORTADORA MINUANO LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"397,94",RS,08/12/2023,S,"147,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"147,94"
000000000001008,619764854,Normal,PATRUS TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"2267,64",RS,08/12/2023,N,1320,SERVIÇO DE CARGA E DESCARGA,1320
000000000001008,619764854,Normal,PATRUS TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"2267,64",RS,08/12/2023,S,"947,64",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"947,64"
000000000001009,619765905,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"6838,33",SP,08/12/2023,N,4392,SERVIÇO DE CARGA E DESCARGA,4392
000000000001009,619765905,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"6838,33",SP,08/12/2023,S,"2446,33",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"2446,33"
000000000001010,619767085,Normal,PLAST ROMA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"337,94",SP,08/12/2023,N,200,SERVIÇO DE CARGA E DESCARGA,200
000000000001010,619767085,Normal,PLAST ROMA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"337,94",SP,08/12/2023,S,"137,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"137,94"
000000000001011,619768737,Normal,QUIMILOG TRANSPORTES E LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",SC,08/12/2023,N,300,SERVIÇO DE CARGA E DESCARGA,300
000000000001011,619768737,Normal,QUIMILOG TRANSPORTES E LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",SC,08/12/2023,S,"266,91",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"266,91"
